Date;Open;High;Low;Close;predict;predict_pct;entrada;saida;profit;sucesso;subida
2016-01-18;4,814776797934972;4,83333083320712;4,452972888946533;4,452972888946533;4,471647923693266;0,004193835267465751;;;0,0;True;
2016-01-19;4,666343668028119;4,684897699929577;4,304539382405184;4,323093414306641;4,35810150468644;0,008097925958283625;4,463908105702629;4,323093414306641;-0,03154515909861533;False;False
2016-01-20;4,174661959576908;4,174661959576908;3,952013534067094;4,10972261428833;4,119507790318037;0,0023809821119524788;4,174661959576908;4,10972261428833;-0,015555593702528014;False;False
2016-01-21;4,0540597309622575;4,332370651875155;4,044782936192101;4,174661159515381;4,166479324952553;-0,001959879916045182;4,0540597309622575;4,174661159515381;0,02974831071975781;True;True
2016-01-22;4,388033912059412;4,4251419857136165;4,081892083230661;4,0911688804626465;4,109990682585791;0,00460059280686953;;;0,0;True;
2016-01-26;3,9241823741966195;3,998398518198703;3,822134955012199;3,8963510990142822;3,8912252108333045;-0,0013155611624102725;3,9241823741966195;3,8963510990142822;-0,0070922481496632495;False;False
2016-01-27;3,9149044238462096;4,304539551440431;3,8592423259560396;4,239600658416748;4,28989555423864;0,011863121051753689;;;0,0;True;
2016-01-28;4,332371559274038;4,759114824793308;4,035506544280556;4,26743221282959;4,234809935512336;-0,007644474637272025;4,2824703250266705;4,26743221282959;-0,003511550823644516;False;False
2016-01-29;4,360201684768862;4,508634389378758;4,193215389741143;4,4900803565979;4,52931500934273;0,008738073626494591;;;0,0;True;
2016-02-01;4,397310080469012;4,508634727875154;4,32309394377363;4,378756046295166;4,413296377214935;0,007888160599628158;4,397310080469012;4,378756046295166;-0,0042194054625019906;False;False
2016-02-02;4,230324140723444;4,313817522946882;3,989121675491333;3,989121675491333;4,001334171963671;0,0030614499796708383;4,230324140723444;3,989121675491333;-0,05701749019895719;False;False
2016-02-03;4,100445865753826;4,193216044135859;3,914905066626654;4,165384769439697;4,224063404763231;0,014087206481870007;3,9944084034910188;4,165384769439697;0,04280392705944869;True;True
2016-02-04;4,230322955196372;4,582849978720149;4,044782649322269;4,38803243637085;4,348765811799293;-0,008948572085768935;4,216752122101519;4,38803243637085;0,04061901418667446;True;True
2016-02-05;4,388033616859324;4,4344189269881245;4,202493261070323;4,211770057678223;4,226327845849846;0,003456453693402306;;;0,0;True;
2016-02-10;3,989121269798476;4,091168235067736;3,970567235898332;3,9983980655670166;4,0468821436329945;0,012125875730960356;3,989121269798476;3,9983980655670166;0,002325523628167181;True;True
2016-02-11;3,896350902809104;3,9612902467223883;3,8221347625442585;3,924182176589966;3,946441593030224;0,005672370812203509;3,896350902809104;3,924182176589966;0,007142907421607392;True;True
2016-02-12;4,054060679964841;4,183939376054038;3,98912177428336;4,128276824951172;4,120576383714536;-0,0018652918791913775;3,9396108361902478;4,128276824951172;0,04788949888851746;True;True
2016-02-15;4,230323420920205;4,2674314861803175;4,193215355660091;4,239600658416748;4,246723122414309;0,001679984642756649;;;0,0;True;
2016-02-16;4,174661582551627;4,3045398190360205;4,1004454474176875;4,118999481201172;4,135709451135274;0,004056803116962104;;;0,0;True;
2016-02-17;4,211768471166101;4,471525313787166;4,183937649462768;4,341646671295166;4,388948059421123;0,010894803678680454;4,128551097221868;4,341646671295166;0,05161509911229922;True;True
2016-02-18;4,350924548882822;4,517910830835525;4,221046329586275;4,258154392242432;4,256915066454186;-0,00029104764038223596;4,350924548882822;4,258154392242432;-0,021321941026122948;False;False
2016-02-19;4,174662242131064;4,239601591814941;4,081892058556333;4,137554168701172;4,161137679321678;0,00569986752050422;;;0,0;True;
2016-02-22;4,33237117951721;4,675621032714844;4,2952631111911455;4,675621032714844;4,717321036001578;0,008918602041303902;4,153935312583169;4,675621032714844;0,1255883110532261;True;True
2016-02-23;4,592127551832907;4,8982697720030846;4,4715265537376885;4,564296722412109;4,535979375910261;-0,006204098511562783;4,592127551832907;4,564296722412109;-0,006060552348919224;False;False
2016-02-24;4,425141265144333;4,573573535591135;4,313817062309232;4,517911434173584;4,568369873722921;0,011168532248699847;;;0,0;True;
2016-02-25;4,462249506719663;4,712729194045279;4,443695472190472;4,536465644836426;4,5911249264159455;0,012048869286982233;4,462249506719663;4,536465644836426;0,01663200096834605;True;True
2016-02-26;4,65706690889899;4,7312830441223905;4,480803366561884;4,517911434173584;4,489899348109715;-0,0062002291262253095;4,583178309886845;4,517911434173584;-0,014240527271755399;False;False
2016-02-29;4,712729501967448;4,851884991210115;4,619959323260039;4,7683916091918945;4,819659525953435;0,010751616260441521;;;0,0;True;
2016-03-01;4,926100730895996;4,981762833563609;4,731283150377815;4,926100730895996;4,910686931519082;-0,0031290061285673687;4,811317346930336;4,926100730895996;0,023856955525682233;True;True
2016-03-02;4,833330719252008;5,241519927978516;4,777668614747905;5,241519927978516;5,283212216301659;0,007954236346712218;;;0,0;True;
2016-03-03;6,095005989074707;6,095005989074707;6,095005989074707;6,095005989074707;6,115661681815755;0,003388953641403125;5,274067690243733;6,095005989074707;0,1556556242821061;True;True
2016-03-04;6,095005168352522;7,3288493383819695;6,095005168352522;6,69801139831543;6,712605981703461;0,0021789427518295046;6,095005168352522;6,69801139831543;0,09893449034201574;True;True
2016-03-07;6,725844008253101;6,985600937004701;6,447533044759464;6,837168216705322;6,888081166922705;0,007446496649444079;6,700987368291174;6,837168216705322;0,020322504868245383;True;True
2016-03-08;6,8371676731727975;7,273188118493087;6,568133969619022;6,929937839508057;7,024604758261736;0,013660572568772178;6,8371676731727975;6,929937839508057;0,013568508301948556;True;True
2016-03-09;7,143309662746513;7,217526240458151;6,827891087515058;7,050539493560791;7,0745688916878455;0,0034081644601806627;7,012446117149355;7,050539493560791;0,005432252280452632;True;True
2016-03-10;7,236080520229606;7,384512795971563;6,78150601222525;7,375235557556152;7,401931233246592;0,0036196370247576493;7,062323769415638;7,375235557556152;0,04430719949368811;True;True
2016-03-11;7,365958601848272;7,625715521129597;7,115478920781274;7,5051140785217285;7,5188430594540945;0,0018292834444257888;7,365958601848272;7,5051140785217285;0,01889169953229719;True;True
2016-03-14;7,542222206602573;7,6071611051667745;6,864999294281007;6,864999294281006;6,9003207564239535;0,005145151605823628;7,5058289586632;6,864999294281006;-0,08537760025060925;False;False
2016-03-15;6,336209283814525;6,456810739337022;6,085729575924861;6,132114887237549;6,192193053068878;0,009797299453140784;6,336209283814525;6,132114887237549;-0,03221080419460309;False;False
2016-03-16;6,039344030325197;6,707289695739745;5,946573418093872;6,707289695739746;6,717523659609515;0,001525797204833701;6,039344030325197;6,707289695739746;0,11059904222389227;True;True
