Date;Open;High;Low;Close;predict;predict_pct;entrada;saida;profit;sucesso;subida
2020-01-09;0,9200000166893005;0,9200000166893005;0,8999999761581421;0,8999999761581421;0,925313211617313;0,028125817921936136;;;0,0;True;
2020-01-10;0,8999999761581421;0,9100000262260437;0,8899999856948853;0,8899999856948853;0,896371086880885;0,007158540773487099;0,8999999761581421;0,8899999856948853;-0,011111100809073515;False;False
2020-01-13;0,8899999856948853;0,8999999761581421;0,8799999952316284;0,8799999952316284;0,8888725313862629;0,01008242750308086;0,8899999856948853;0,8799999952316284;-0,01123594452133514;False;False
2020-01-14;0,8799999952316284;0,8999999761581421;0,8799999952316284;0,8999999761581421;0,8827232826362763;-0,019196326643935446;0,8799999952316284;0,8999999761581421;0,02272725117600638;True;True
2020-01-15;0,9100000262260437;0,9100000262260437;0,8899999856948853;0,8899999856948853;0,8943989780240796;0,004942688089775382;;;0,0;True;
2020-01-16;0,8899999856948853;0,9200000166893005;0,8799999952316284;0,8999999761581421;0,8933345761492277;-0,00740600020609683;0,8899999856948853;0,8999999761581421;0,01123594452133525;True;True
2020-01-17;0,8999999761581421;0,9100000262260437;0,8999999761581421;0,9100000262260437;0,8974874479403312;-0,013750085631980435;;;0,0;True;
2020-01-20;0,9300000071525574;0,9700000286102295;0,9300000071525574;0,9599999785423279;0,9082088369949506;-0,053949106984374495;;;0,0;True;
2020-01-21;0,9800000190734863;1,0700000524520874;0,9700000286102295;1,0399999618530273;0,9626576591944161;-0,07436760143799048;;;0,0;True;
2020-01-22;1,059999942779541;1,0800000429153442;0,9599999785423279;0,9800000190734863;1,0341525972811139;0,05525773178945914;;;0,0;True;
2020-01-23;0,9900000095367432;1,0800000429153442;0,9700000286102295;1,0700000524520874;0,9824177929432206;-0,08185257496778353;0,9900000095367432;1,0700000524520874;0,08080812337848275;True;True
2020-01-24;1,090000033378601;1,090000033378601;0,9399999976158142;0,9599999785423279;1,067979337553702;0,11247850148427174;;;0,0;True;
2020-01-27;0,9700000286102295;1,0399999618530273;0,949999988079071;0,9800000190734863;0,9588280993166663;-0,021603999331384127;0,9700000286102295;0,9800000190734863;0,010309268214748757;True;True
2020-01-28;1,0;1,0199999809265137;0,9599999785423279;0,9599999785423279;0,9808296492931754;0,021697574183778157;;;0,0;True;
2020-01-29;0,9700000286102295;0,9900000095367432;0,949999988079071;0,9900000095367432;0,959883520064078;-0,03042069614399079;0,9700000286102295;0,9900000095367432;0,020618536429497514;True;True
2020-01-30;0,9800000190734863;0,9800000190734863;0,949999988079071;0,9800000190734863;0,9866930412690939;0,006829614352390712;;;0,0;True;
