Date;Open;High;Low;Close;y;ds;predict;predict_pct;entrada;saida;profit;sucesso;subida
2020-12-11;30,891549807383107;31,198779961986297;30,534765182482783;31,020387649536133;31,020387649536133;2020-12-11;31,158382146847067;0,004448509762997599;;;0,0;True;
2020-12-14;31,188868841088013;31,347439364266027;30,60413932800293;30,60413932800293;30,60413932800293;2020-12-14;31,05255542251253;0,01465213870920068;31,188868841088013;30,60413932800293;-0,018748019239311575;False;False
2020-12-15;30,604142002968132;31,119497193496343;30,604142002968132;30,881641387939453;30,881641387939453;2020-12-15;30,56156435288078;-0,01036463803972798;30,604142002968132;30,881641387939453;0,009067379995309377;True;True
2020-12-16;30,960925354486637;31,89252863814101;30,742891347805756;31,46636962890625;31,46636962890625;2020-12-16;30,851721880451024;-0,01953348148210232;;;0,0;True;
2020-12-17;31,605117703049803;31,86279717234687;31,287976649006936;31,426725387573242;31,426725387573242;2020-12-17;31,511808092559537;0,0027073359994400636;;;0,0;True;
2020-12-18;31,43663403354708;31,833060322749443;31,22851094058196;31,37717056274414;31,37717056274414;2020-12-18;31,417968025073602;0,0013002275730336077;31,43663403354708;31,37717056274414;-0,0018915342762041432;False;False
2020-12-21;30,772621508448395;31,218602297392202;30,633872769803563;30,822175979614258;30,822175979614258;2020-12-21;31,357531185153366;0,017369156736149804;30,772621508448395;30,822175979614258;0,001610342854678759;True;True
2020-12-22;30,89155137321982;31,367262970326703;30,871729584096233;30,970836639404297;30,970836639404297;2020-12-22;30,822589060473156;-0,004786683054681329;30,89155137321982;30,970836639404297;0,002566567966321376;True;True
2020-12-23;31,04021040403438;31,76368868010885;30,990657822504275;31,654672622680664;31,654672622680664;2020-12-23;31,005083958402228;-0,020521098797054216;;;0,0;True;
2020-12-28;31,932172405879676;32,14029551936202;31,724045511777646;31,88261604309082;31,88261604309082;2020-12-28;31,6433823928703;-0,0075035765539811505;;;0,0;True;
2020-12-29;31,981727193705254;32,100654155237144;31,644764318848274;31,813243865966797;31,813243865966797;2020-12-29;31,92514127990599;0,003517321729611389;;;0,0;True;
2020-12-30;31,91234841772827;32,041188146985206;31,347438812255863;31,34743881225586;31,34743881225586;2020-12-30;31,751373491869913;0,012885731495746011;31,91234841772827;31,34743881225586;-0,017701912691533095;False;False
2021-01-04;31,709350482769835;31,71926607898813;30,57899899077672;30,638490676879883;30,638490676879883;2021-01-04;31,359552477772624;0,02353450790044498;31,709350482769835;30,638490676879883;-0,03377110503956349;False;False
2021-01-05;30,46993044541842;30,797137567842775;29,914670275196688;30,440185546875;30,440185546875;2021-01-05;30,66354379693066;0,007337611320131776;30,46993044541842;30,440185546875;-0,0009762050030505121;False;False
2021-01-06;30,71781348920298;31,788675183991142;30,529422835081302;31,33256721496582;31,33256721496582;2021-01-06;30,489274076539576;-0,026914268870488534;30,71781348920298;31,33256721496582;0,020012938941077918;True;True
2021-01-07;31,382142615846195;32,78021138961605;31,233412458570506;32,55215835571289;32,55215835571289;2021-01-07;31,3613789276207;-0,03658065972400293;;;0,0;True;
2021-01-08;32,65131363243793;33,15699583693461;32,15554513365499;32,54224395751953;32,54224395751953;2021-01-08;32,558889688163084;0,0005115114577003421;;;0,0;True;
2021-01-11;32,1952067337159;32,423259783687364;31,451552112527448;31,808507919311523;31,808507919311523;2021-01-11;32,49659674254316;0,021632225723291043;32,1952067337159;31,808507919311523;-0,012011067908422879;False;False
2021-01-12;31,90766143798828;32,17537688586661;31,749015666921142;31,90766143798828;31,90766143798828;2021-01-12;31,741299102220758;-0,005213868026362367;31,90766143798828;31,90766143798828;0,0;False;False
2021-01-13;31,907660206357836;32,25469663516742;30,99544611232972;31,382144927978516;31,382144927978516;2021-01-13;31,882494115545967;0,01594375364449263;;;0,0;True;
2021-01-14;31,74901039422506;32,661222480762696;31,40197211844731;32,314186096191406;32,314186096191406;2021-01-14;31,46728258959414;-0,026208412122039504;31,74901039422506;32,314186096191406;0,017801364355883864;True;True
2021-01-15;31,77875789105637;32,115880598988255;31,084683173884006;31,0945987701416;31,0945987701416;2021-01-15;32,319689446372834;0,03939882567025177;;;0,0;True;
2021-01-18;31,39206115822298;31,659776601170407;30,87646146614795;30,935955047607422;30,935955047607422;2021-01-18;31,133092087432207;0,006372424562985479;31,39206115822298;30,935955047607422;-0,014529345757727796;False;False
2021-01-19;31,22349840478157;31,342483671202974;30,291453139968294;30,56908416748047;30,56908416748047;2021-01-19;30,976462798825423;0,013326491206377966;31,22349840478157;30,56908416748047;-0,020959029920903482;False;False
2021-01-20;30,78722179411555;30,83679977674711;29,85517841512211;30,063400268554688;30,063400268554688;2021-01-20;30,537962780572453;0,01578539046742966;30,78722179411555;30,063400268554688;-0,02351045282361941;False;False
2021-01-21;30,06339988465998;30,20221445184244;29,3990700555335;29,656869888305664;29,656869888305664;2021-01-21;30,261102318070783;0,020374113385559278;30,06339988465998;29,656869888305664;-0,013522422544156365;False;False
2021-01-22;29,00245426957411;29,22059170632287;28,73473885319616;29,02228546142578;29,02228546142578;2021-01-22;29,57671503288197;0,019103580667108266;29,00245426957411;29,02228546142578;0,0006837763338007896;True;True
2021-01-26;28,794000517105474;29,64818672664951;27,949746925632088;28,059003829956055;28,059003829956055;2021-01-26;29,19244783299704;0,04039501936383472;28,794000517105474;28,059003829956055;-0,025526035769596667;False;False
2021-01-27;27,919950965873326;28,794000517105474;27,671641197466634;28,059003829956055;28,059003829956055;2021-01-27;28,04981171076248;-0,0003275996271742132;27,919950965873326;28,059003829956055;0,004980412188140715;True;True
2021-01-28;28,098732327776666;29,429670850016247;28,03913662354048;29,191293716430664;29,191293716430664;2021-01-28;28,17077803976869;-0,03495959057434861;28,098732327776666;29,191293716430664;0,03888294233024747;True;True
2021-01-29;29,022443124235583;29,35021192101252;28,098732438375542;28,148393630981445;28,148393630981445;2021-01-29;29,18465490579795;0,03681422422897862;;;0,0;True;
2021-02-01;28,819186235082032;29,236567628787682;28,560807096554115;28,8986873626709;28,8986873626709;2021-02-01;28,26050623454774;-0,022083395003868245;28,819186235082032;28,8986873626709;0,0027586180588294873;True;True
2021-02-02;28,89868594188162;29,11731355813819;27,825419824470305;28,282550811767578;28,282550811767578;2021-02-02;28,78128174007444;0,017633873678019052;;;0,0;True;
2021-02-03;28,580682126150304;28,71980862203186;28,03411022933955;28,14342498779297;28,14342498779297;2021-02-03;28,32740780613884;0,006537328645169316;28,580682126150304;28,14342498779297;-0,015299044873294365;False;False
2021-02-04;28,35211804016979;28,38192977908377;27,706169230339036;28,0241756439209;28,0241756439209;2021-02-04;28,21468013340123;0,006797862384996023;28,35211804016979;28,0241756439209;-0,011566768866588917;False;False
2021-02-05;28,13348606861974;28,27261445480689;27,716104700970828;27,90492057800293;27,90492057800293;2021-02-05;27,943594782677778;0,00138592778168789;28,13348606861974;27,90492057800293;-0,008124321673443569;False;False
2021-02-08;27,825421677349826;28,024175447513468;27,338477025450977;27,388164520263672;27,388164520263672;2021-02-08;28,056794992250243;0,024413117260628114;27,825421677349826;27,388164520263672;-0,015714304787772027;False;False
2021-02-09;27,31860077708676;28,232864691543732;27,06022163871236;27,716106414794922;27,716106414794922;2021-02-09;27,319453295201743;-0,014311285779356253;27,31860077708676;27,716106414794922;0,014550731970195407;True;True
