,open,high,low,close,adjclose,volume
2019-01-02,50.0099983215332,51.369998931884766,49.790000915527344,51.09000015258789,47.77407455444336,17319600.0
2019-01-03,50.79999923706055,50.939998626708984,48.400001525878906,49.0,45.819725036621094,30120000.0
2019-01-04,49.81999969482422,52.45000076293945,49.81999969482422,52.189998626708984,48.80268096923828,43360100.0
2019-01-07,52.869998931884766,53.650001525878906,51.720001220703125,51.90999984741211,48.540855407714844,20998900.0
2019-01-08,52.20000076293945,52.79999923706055,51.619998931884766,52.40999984741211,49.00840377807617,19925600.0
2019-01-09,53.15999984741211,54.060001373291016,52.83000183105469,53.689998626708984,50.205326080322266,27695500.0
2019-01-10,53.22999954223633,53.290000915527344,52.27000045776367,53.099998474121094,49.653621673583984,18113600.0
2019-01-11,53.2599983215332,53.459999084472656,52.380001068115234,52.380001068115234,48.98035430908203,12360400.0
2019-01-14,51.97999954223633,52.70000076293945,51.43000030517578,52.599998474121094,49.18606948852539,14626300.0
2019-01-15,52.849998474121094,53.20000076293945,51.869998931884766,52.349998474121094,48.95229721069336,14480300.0
2019-01-16,52.400001525878906,52.81999969482422,52.20000076293945,52.650001525878906,49.23283004760742,15375100.0
2019-01-17,52.439998626708984,54.709999084472656,52.27000045776367,54.22999954223633,50.71027755737305,25525500.0
2019-01-18,54.95000076293945,55.599998474121094,54.25,54.7599983215332,51.20587921142578,25815900.0
2019-01-21,54.849998474121094,55.349998474121094,54.38999938964844,55.279998779296875,51.69213104248047,10676600.0
2019-01-22,54.47999954223633,55.08000183105469,54.349998474121094,55.08000183105469,51.50511169433594,17154300.0
2019-01-23,55.459999084472656,55.900001525878906,55.33000183105469,55.650001525878906,52.03812026977539,13470400.0
2019-01-24,55.79999923706055,56.20000076293945,55.5,56.150001525878906,52.50566482543945,14118200.0
2019-01-28,45.0,45.0,42.36000061035156,42.36000061035156,39.610687255859375,183534500.0
2019-01-29,43.27000045776367,44.689998626708984,42.599998474121094,42.7400016784668,39.96602249145508,68335900.0
2019-01-30,46.25,46.79999923706055,44.97999954223633,46.599998474121094,43.57549285888672,67892500.0
2019-01-31,46.9900016784668,47.439998626708984,45.5,45.5,42.5468864440918,39814600.0
2019-02-01,45.720001220703125,46.33000183105469,45.58000183105469,46.25,43.24821090698242,21286700.0
2019-02-04,46.0,46.099998474121094,44.04999923706055,44.68000030517578,41.78010940551758,35888900.0
2019-02-05,44.45000076293945,45.209999084472656,43.810001373291016,44.52000045776367,41.6304931640625,21992300.0
2019-02-06,44.0,44.400001525878906,42.459999084472656,42.459999084472656,39.704193115234375,29257400.0
2019-02-07,42.150001525878906,42.790000915527344,41.209999084472656,41.59000015258789,38.89065933227539,31403200.0
2019-02-08,40.63999938964844,43.59000015258789,40.5099983215332,43.15999984741211,40.358760833740234,48169600.0
2019-02-11,43.86000061035156,44.04999923706055,41.88999938964844,42.02000045776367,39.29275131225586,30697300.0
2019-02-12,42.5,44.33000183105469,42.04999923706055,44.29999923706055,41.424774169921875,36421200.0
2019-02-13,44.310001373291016,45.9900016784668,44.29999923706055,45.4900016784668,42.537540435791016,38153200.0
2019-02-14,45.38999938964844,45.939998626708984,45.04999923706055,45.65999984741211,42.696502685546875,24055400.0
2019-02-15,45.400001525878906,46.02000045776367,45.189998626708984,45.880001068115234,42.902225494384766,27877700.0
2019-02-18,45.790000915527344,46.150001525878906,44.900001525878906,45.25,42.313114166259766,18777400.0
2019-02-19,45.5,45.939998626708984,45.22999954223633,45.4900016784668,42.537540435791016,20523500.0
2019-02-20,45.900001525878906,46.08000183105469,44.939998626708984,45.79999923706055,42.827415466308594,25493000.0
2019-02-21,45.84000015258789,46.09000015258789,45.130001068115234,45.380001068115234,42.43467712402344,21401300.0
2019-02-22,45.70000076293945,47.060001373291016,45.56999969482422,46.9900016784668,43.940181732177734,17580700.0
2019-02-25,47.349998474121094,47.75,46.400001525878906,47.119998931884766,44.06174087524414,16801500.0
2019-02-26,46.790000915527344,47.290000915527344,46.599998474121094,47.20000076293945,44.13655090332031,10362900.0
2019-02-27,47.25,47.25,46.34000015258789,46.83000183105469,43.79056930541992,15004800.0
2019-02-28,46.58000183105469,47.099998474121094,46.099998474121094,47.099998474121094,44.04304122924805,17877800.0
2019-03-01,47.290000915527344,47.5,44.54999923706055,46.7400016784668,43.7064094543457,29872100.0
2019-03-06,,,,,,
2019-03-07,47.83000183105469,48.959999084472656,47.720001220703125,48.86000061035156,45.688812255859375,21112500.0
2019-03-08,48.2599983215332,48.88999938964844,47.650001525878906,48.849998474121094,45.67946243286133,25446000.0
2019-03-11,48.900001525878906,49.95000076293945,48.61000061035156,49.880001068115234,46.642608642578125,20201600.0
2019-03-12,49.79999923706055,50.33000183105469,49.54999923706055,49.970001220703125,46.726768493652344,15591300.0
2019-03-13,49.939998626708984,51.0,49.70000076293945,50.70000076293945,47.409393310546875,21999200.0
2019-03-14,50.79999923706055,50.93000030517578,50.20000076293945,50.709999084472656,47.418739318847656,17257400.0
2019-03-15,50.79999923706055,51.2400016784668,50.400001525878906,50.54999923706055,47.269126892089844,26054400.0
2019-03-18,50.25,50.66999816894531,49.83000183105469,50.459999084472656,47.184967041015625,23021400.0
2019-03-19,50.70000076293945,52.38999938964844,50.59000015258789,51.900001525878906,48.5315055847168,32034400.0
2019-03-20,51.45000076293945,51.68000030517578,50.400001525878906,50.560001373291016,47.27847671508789,25667000.0
2019-03-21,50.529998779296875,51.470001220703125,50.5099983215332,50.88999938964844,47.587059020996094,19660000.0
2019-03-22,50.470001220703125,51.33000183105469,49.70000076293945,50.04999923706055,46.80157470703125,25714700.0
2019-03-25,49.599998474121094,50.310001373291016,49.15999984741211,49.54999923706055,46.33403015136719,15897500.0
2019-03-26,49.810001373291016,50.70000076293945,49.79999923706055,50.279998779296875,47.01664733886719,13413800.0
2019-03-27,50.04999923706055,50.7400016784668,49.310001373291016,49.599998474121094,46.38077926635742,20805100.0
2019-03-28,50.5099983215332,50.599998474121094,48.619998931884766,49.29999923706055,46.100250244140625,28490000.0
2019-03-29,49.95000076293945,51.599998474121094,49.95000076293945,50.93000030517578,47.62446212768555,25118100.0
2019-04-01,52.349998474121094,53.04999923706055,52.099998474121094,52.599998474121094,49.18606948852539,25392200.0
2019-04-02,53.04999923706055,53.29999923706055,51.630001068115234,51.630001068115234,48.279029846191406,21442400.0
2019-04-03,52.779998779296875,52.83000183105469,51.61000061035156,51.779998779296875,48.41929244995117,21477200.0
2019-04-04,52.0,52.459999084472656,51.619998931884766,52.15999984741211,48.77463150024414,14145700.0
2019-04-05,52.20000076293945,52.36000061035156,51.70000076293945,51.97999954223633,48.6063117980957,8359200.0
2019-04-08,52.5,53.38999938964844,52.36000061035156,53.38999938964844,49.92479705810547,14400900.0
2019-04-09,53.18000030517578,53.29999923706055,52.29999923706055,52.349998474121094,48.95229721069336,14745400.0
2019-04-10,52.7400016784668,52.7400016784668,51.52000045776367,51.7599983215332,48.40058898925781,15608000.0
2019-04-11,51.5,51.86000061035156,50.93000030517578,51.790000915527344,48.42864227294922,10274300.0
2019-04-12,52.09000015258789,52.720001220703125,51.310001373291016,51.47999954223633,48.138763427734375,16905900.0
2019-04-15,51.59000015258789,51.720001220703125,50.779998779296875,51.33000183105469,47.99850082397461,15787300.0
2019-04-16,51.27000045776367,53.15999984741211,50.84000015258789,53.099998474121094,49.653621673583984,18935600.0
2019-04-17,53.15999984741211,53.79999923706055,51.70000076293945,52.25,48.85879135131836,26483700.0
2019-04-18,52.20000076293945,52.970001220703125,52.0099983215332,52.58000183105469,49.1673698425293,10706000.0
2019-04-22,51.95000076293945,52.0,50.79999923706055,51.29999923706055,47.97044372558594,16324700.0
2019-04-23,51.59000015258789,51.91999816894531,51.279998779296875,51.91999816894531,48.55020523071289,9890800.0
2019-04-24,51.54999923706055,51.7400016784668,50.15999984741211,50.36000061035156,47.09145736694336,19992800.0
2019-04-25,50.22999954223633,50.43000030517578,49.380001068115234,50.33000183105469,47.06340408325195,15916200.0
2019-04-26,50.47999954223633,50.650001525878906,49.52000045776367,50.41999816894531,47.147560119628906,10632700.0
2019-04-29,50.939998626708984,51.060001373291016,50.119998931884766,50.25,46.98859786987305,8729200.0
2019-04-30,50.220001220703125,50.689998626708984,49.7599983215332,50.099998474121094,46.848331451416016,11371400.0
2019-05-02,49.279998779296875,49.279998779296875,48.720001220703125,48.939998626708984,45.763614654541016,15906200.0
2019-05-03,49.45000076293945,50.630001068115234,49.38999938964844,50.400001525878906,47.12886428833008,10614000.0
2019-05-06,49.599998474121094,49.75,49.09000015258789,49.65999984741211,46.4368896484375,10437300.0
2019-05-07,49.349998474121094,49.70000076293945,48.720001220703125,49.70000076293945,46.47429656982422,15190600.0
2019-05-08,49.81999969482422,50.13999938964844,48.939998626708984,49.0,45.819725036621094,18474900.0
2019-05-09,49.0,49.0099983215332,48.04999923706055,48.540000915527344,45.38957977294922,12456600.0
2019-05-10,48.29999923706055,49.79999923706055,48.060001373291016,49.459999084472656,46.24987030029297,25272300.0
2019-05-13,48.529998779296875,48.75,47.43000030517578,47.43000030517578,44.35162353515625,18657700.0
2019-05-14,48.18000030517578,48.349998474121094,47.349998474121094,47.59000015258789,44.50123977661133,14183900.0
2019-05-15,47.150001525878906,48.45000076293945,47.02000045776367,47.95000076293945,44.83787536621094,18447400.0
2019-05-16,48.54999923706055,48.93000030517578,45.81999969482422,46.400001525878906,43.38847732543945,49247900.0
2019-05-17,46.400001525878906,47.720001220703125,46.29999923706055,47.720001220703125,44.622802734375,34079700.0
2019-05-20,47.619998931884766,47.7400016784668,46.630001068115234,46.75,43.715755462646484,23909600.0
2019-05-21,47.099998474121094,47.959999084472656,46.09000015258789,47.40999984741211,44.33292007446289,32381300.0
2019-05-22,47.779998779296875,48.689998626708984,47.369998931884766,47.459999084472656,44.379676818847656,21087400.0
2019-05-23,47.06999969482422,47.900001525878906,46.41999816894531,47.81999969482422,44.716312408447266,15786300.0
2019-05-24,48.63999938964844,49.43000030517578,48.310001373291016,48.310001373291016,45.17451095581055,24936500.0
2019-05-27,49.0,50.25,48.900001525878906,50.189998626708984,46.932491302490234,17281600.0
2019-05-28,49.95000076293945,50.95000076293945,49.849998474121094,50.25,46.98859786987305,37041000.0
2019-05-29,49.52000045776367,49.849998474121094,49.150001525878906,49.70000076293945,46.47429656982422,17842500.0
2019-05-30,49.709999084472656,50.130001068115234,49.439998626708984,50.0099983215332,46.7641716003418,12877800.0
2019-05-31,49.5099983215332,51.0,48.709999084472656,49.0,45.819725036621094,28857900.0
2019-06-03,49.349998474121094,49.599998474121094,48.439998626708984,48.83000183105469,45.660762786865234,22451600.0
2019-06-04,49.18000030517578,49.349998474121094,48.29999923706055,49.11000061035156,45.922584533691406,19537300.0
2019-06-05,49.279998779296875,49.43000030517578,47.86000061035156,48.38999938964844,45.24931335449219,14392200.0
2019-06-06,48.88999938964844,48.939998626708984,48.310001373291016,48.79999923706055,45.63270568847656,10869100.0
2019-06-07,49.04999923706055,49.099998474121094,48.36000061035156,48.65999984741211,45.501792907714844,11626500.0
2019-06-10,48.95000076293945,49.22999954223633,48.33000183105469,48.34000015258789,45.20256423950195,11670100.0
2019-06-11,49.7599983215332,51.47999954223633,49.65999984741211,51.43000030517578,48.092010498046875,44669000.0
2019-06-12,51.54999923706055,52.09000015258789,50.93000030517578,51.4900016784668,48.14811706542969,24531300.0
2019-06-13,51.900001525878906,52.25,51.59000015258789,51.849998474121094,48.48474884033203,18058600.0
2019-06-14,51.70000076293945,51.81999969482422,51.150001525878906,51.400001525878906,48.063961029052734,20375200.0
2019-06-17,51.0,51.33000183105469,50.20000076293945,50.20000076293945,46.94184112548828,20551200.0
2019-06-18,51.0,52.41999816894531,51.0,52.0,48.6250114440918,27229300.0
2019-06-19,53.0,53.099998474121094,51.83000183105469,52.29999923706055,48.905540466308594,23746400.0
2019-06-21,52.75,52.93000030517578,52.099998474121094,52.439998626708984,49.03645706176758,20492800.0
2019-06-24,52.47999954223633,52.47999954223633,52.099998474121094,52.400001525878906,48.99905776977539,9338300.0
2019-06-25,52.189998626708984,52.470001220703125,51.34000015258789,51.380001068115234,48.045257568359375,12449700.0
2019-06-26,51.5,52.040000915527344,51.369998931884766,51.58000183105469,48.232276916503906,13277900.0
2019-06-27,52.150001525878906,52.150001525878906,51.52000045776367,51.70000076293945,48.344486236572266,14941500.0
2019-06-28,52.06999969482422,52.20000076293945,51.689998626708984,51.81999969482422,48.456695556640625,11106100.0
2019-07-01,53.099998474121094,53.790000915527344,53.099998474121094,53.650001525878906,50.16792678833008,22807300.0
2019-07-02,54.099998474121094,54.15999984741211,50.02000045776367,51.38999938964844,48.054603576660156,48452700.0
2019-07-03,51.77000045776367,51.970001220703125,51.150001525878906,51.290000915527344,47.961097717285156,19929700.0
2019-07-04,51.68000030517578,52.099998474121094,51.150001525878906,51.66999816894531,48.31643295288086,16192600.0
2019-07-05,50.400001525878906,50.58000183105469,49.7599983215332,50.36000061035156,47.09145736694336,27847600.0
2019-07-08,50.650001525878906,51.599998474121094,50.459999084472656,50.95000076293945,47.643165588378906,12777600.0
2019-07-10,51.61000061035156,52.560001373291016,51.400001525878906,52.130001068115234,48.746578216552734,28106700.0
2019-07-11,51.869998931884766,52.5,51.720001220703125,52.04999923706055,48.67176818847656,18567500.0
2019-07-12,52.459999084472656,52.779998779296875,51.72999954223633,51.810001373291016,48.44734573364258,22248600.0
2019-07-15,52.459999084472656,52.93000030517578,52.25,52.689998626708984,49.27022933959961,20144200.0
2019-07-16,53.20000076293945,53.470001220703125,52.790000915527344,53.04999923706055,49.60686492919922,17393700.0
2019-07-17,52.9900016784668,53.119998931884766,52.459999084472656,52.689998626708984,49.27022933959961,13876700.0
2019-07-18,52.61000061035156,52.81999969482422,52.22999954223633,52.59000015258789,49.17672348022461,12217200.0
2019-07-19,52.810001373291016,53.22999954223633,52.54999923706055,52.720001220703125,49.29828643798828,11523100.0
2019-07-22,52.18000030517578,52.65999984741211,51.810001373291016,52.45000076293945,49.045806884765625,11348100.0
2019-07-23,52.400001525878906,52.599998474121094,51.7599983215332,51.7599983215332,48.40058898925781,11146800.0
2019-07-24,51.09000015258789,51.2599983215332,50.54999923706055,50.650001525878906,47.36263656616211,25121800.0
2019-07-25,51.0,51.119998931884766,50.099998474121094,50.4900016784668,47.21302032470703,12761900.0
2019-07-26,51.0,51.04999923706055,50.18000030517578,50.22999954223633,46.96989440917969,12604500.0
2019-07-29,50.29999923706055,50.599998474121094,49.79999923706055,50.2599983215332,46.99794387817383,8462200.0
2019-07-30,50.16999816894531,50.58000183105469,50.0099983215332,50.0099983215332,46.7641716003418,10182500.0
2019-07-31,50.380001068115234,50.54999923706055,49.220001220703125,49.810001373291016,46.577152252197266,23244900.0
2019-08-01,49.2400016784668,49.34000015258789,48.25,48.400001525878906,45.258670806884766,45701400.0
2019-08-02,48.20000076293945,48.290000915527344,47.40999984741211,47.84000015258789,44.73501205444336,19834300.0
2019-08-05,46.599998474121094,46.599998474121094,45.7599983215332,46.0,43.01443862915039,36490300.0
2019-08-06,46.459999084472656,46.970001220703125,46.290000915527344,46.619998931884766,43.59419631958008,21913400.0
2019-08-07,45.849998474121094,46.47999954223633,45.45000076293945,46.47999954223633,43.463279724121094,20828200.0
2019-08-08,47.29999923706055,47.4900016784668,46.91999816894531,47.18000030517578,44.11784744262695,24237600.0
2019-08-09,46.70000076293945,46.810001373291016,45.4900016784668,45.4900016784668,42.537540435791016,24707500.0
2019-08-12,45.150001525878906,45.9900016784668,45.029998779296875,45.15999984741211,42.22895431518555,16409000.0
2019-08-13,45.54999923706055,46.79999923706055,45.349998474121094,46.5,43.48198318481445,19989100.0
2019-08-14,45.97999954223633,45.97999954223633,44.72999954223633,44.880001068115234,41.96712875366211,24950100.0
2019-08-15,45.0099983215332,45.5,43.16999816894531,43.88999938964844,41.0413818359375,24570500.0
2019-08-16,44.45000076293945,44.70000076293945,43.47999954223633,43.689998626708984,40.8543586730957,19541100.0
2019-08-19,44.290000915527344,44.43000030517578,43.209999084472656,43.650001525878906,40.816959381103516,27533700.0
2019-08-20,43.5099983215332,44.4900016784668,42.900001525878906,43.84000015258789,40.994625091552734,16865100.0
2019-08-21,43.599998474121094,44.33000183105469,43.06999969482422,44.150001525878906,41.28451156616211,16171800.0
2019-08-22,44.380001068115234,44.380001068115234,43.54999923706055,43.88999938964844,41.0413818359375,12254400.0
2019-08-23,43.83000183105469,44.59000015258789,42.900001525878906,43.279998779296875,40.47097396850586,26087800.0
2019-08-26,43.4900016784668,43.650001525878906,42.540000915527344,42.79999923706055,40.022125244140625,13270500.0
2019-08-27,43.150001525878906,43.90999984741211,42.439998626708984,43.31999969482422,40.50837707519531,27809400.0
2019-08-28,43.310001373291016,44.16999816894531,43.040000915527344,43.47999954223633,40.657989501953125,13467000.0
2019-08-29,44.11000061035156,45.25,43.959999084472656,45.099998474121094,42.172847747802734,23487000.0
2019-08-30,45.9900016784668,46.33000183105469,45.27000045776367,45.56999969482422,42.612342834472656,27305700.0
2019-09-02,46.54999923706055,46.66999816894531,45.849998474121094,46.0099983215332,43.02378463745117,12757600.0
2019-09-03,46.0,46.04999923706055,45.34000015258789,45.52000045776367,42.565589904785156,13227000.0
2019-09-04,46.04999923706055,46.52000045776367,45.970001220703125,46.52000045776367,43.50068664550781,12439100.0
2019-09-05,46.95000076293945,47.189998626708984,46.52000045776367,46.52000045776367,43.50068664550781,20284900.0
2019-09-06,46.45000076293945,46.689998626708984,46.09000015258789,46.45000076293945,43.43523025512695,10419000.0
2019-09-09,46.70000076293945,47.88999938964844,46.290000915527344,47.88999938964844,44.781768798828125,24430000.0
2019-09-10,47.880001068115234,48.5,47.20000076293945,48.2400016784668,45.10905075073242,21440800.0
2019-09-11,48.599998474121094,48.599998474121094,47.58000183105469,47.95000076293945,44.83787536621094,16872500.0
2019-09-12,48.619998931884766,49.77000045776367,48.599998474121094,49.689998626708984,46.46493911743164,39340500.0
2019-09-13,49.959999084472656,50.29999923706055,49.65999984741211,49.790000915527344,46.55845260620117,22067600.0
2019-09-16,49.400001525878906,49.439998626708984,48.349998474121094,48.59000015258789,45.436336517333984,26369500.0
2019-09-17,48.25,49.150001525878906,48.22999954223633,48.900001525878906,45.72621536254883,14473900.0
2019-09-18,49.0,49.0,47.97999954223633,48.400001525878906,45.258670806884766,15335300.0
2019-09-19,48.400001525878906,48.58000183105469,47.7599983215332,48.31999969482422,45.183860778808594,15680000.0
2019-09-20,48.65999984741211,48.7400016784668,48.0,48.41999816894531,45.277366638183594,23870900.0
2019-09-23,48.189998626708984,48.58000183105469,47.959999084472656,48.099998474121094,44.9781379699707,11946300.0
2019-09-24,47.709999084472656,47.880001068115234,46.779998779296875,46.93000030517578,43.88407516479492,15322500.0
2019-09-25,47.029998779296875,48.02000045776367,46.83000183105469,47.86000061035156,44.75371551513672,14554600.0
2019-09-26,48.099998474121094,48.279998779296875,47.529998779296875,47.86000061035156,44.75371551513672,12257300.0
2019-09-27,48.150001525878906,48.349998474121094,47.27000045776367,47.65999984741211,44.56669616699219,13450600.0
2019-09-30,47.650001525878906,48.040000915527344,47.209999084472656,47.75,44.65085220336914,12116600.0
2019-10-01,47.849998474121094,48.880001068115234,47.65999984741211,47.709999084472656,44.61344909667969,16083800.0
