,open,high,low,close,adjclose,volume,ticker
2019-02-18,26.59000015258789,26.790000915527344,26.40999984741211,26.760000228881836,25.897790908813477,43379000.0,PETR4.SA
2019-02-19,26.860000610351562,27.399999618530273,26.84000015258789,27.3799991607666,26.49781608581543,58041900.0,PETR4.SA
2019-02-20,27.5,27.65999984741211,26.8700008392334,27.040000915527344,26.16876983642578,55114500.0,PETR4.SA
2019-02-21,27.18000030517578,27.489999771118164,26.81999969482422,27.399999618530273,26.517169952392578,46559400.0,PETR4.SA
2019-02-22,27.549999237060547,27.700000762939453,27.1299991607666,27.1299991607666,26.25587272644043,36602000.0,PETR4.SA
2019-02-25,27.0,27.030000686645508,26.6299991607666,26.700000762939453,25.839725494384766,54190800.0,PETR4.SA
2019-02-26,26.760000228881836,27.139999389648438,26.56999969482422,26.579999923706055,25.723594665527344,46504200.0,PETR4.SA
2019-02-27,26.84000015258789,27.25,26.6299991607666,27.079999923706055,26.207481384277344,49131400.0,PETR4.SA
2019-02-28,27.719999313354492,27.75,26.600000381469727,27.059999465942383,26.188127517700195,93065100.0,PETR4.SA
2019-03-01,27.139999389648438,27.25,26.6299991607666,26.700000762939453,25.839725494384766,41978700.0,PETR4.SA
2019-03-06,,,,,,,PETR4.SA
2019-03-07,26.799999237060547,26.90999984741211,26.489999771118164,26.770000457763672,25.907470703125,32835300.0,PETR4.SA
2019-03-08,26.489999771118164,26.75,26.219999313354492,26.670000076293945,25.81068992614746,49564400.0,PETR4.SA
2019-03-11,27.020000457763672,27.780000686645508,27.010000228881836,27.75,26.85589599609375,66742800.0,PETR4.SA
2019-03-12,27.790000915527344,27.959999084472656,27.25,27.5,26.61394691467285,64287300.0,PETR4.SA
2019-03-13,27.59000015258789,28.1299991607666,27.520000457763672,28.100000381469727,27.19462013244629,61057200.0,PETR4.SA
2019-03-14,28.149999618530273,28.200000762939453,27.90999984741211,28.190000534057617,27.281719207763672,42777800.0,PETR4.SA
2019-03-15,28.15999984741211,28.389999389648438,28.110000610351562,28.25,27.339784622192383,61041100.0,PETR4.SA
2019-03-18,28.350000381469727,28.790000915527344,28.260000228881836,28.739999771118164,27.81399917602539,91920600.0,PETR4.SA
2019-03-19,28.850000381469727,29.5,28.600000381469727,29.200000762939453,28.259174346923828,69423600.0,PETR4.SA
2019-03-20,29.200000762939453,29.600000381469727,28.899999618530273,28.969999313354492,28.036584854125977,68878000.0,PETR4.SA
2019-03-21,28.84000015258789,28.969999313354492,27.920000076293945,28.559999465942383,27.63979721069336,80121300.0,PETR4.SA
2019-03-22,27.940000534057617,28.139999389648438,27.0,27.0,26.13006019592285,104731100.0,PETR4.SA
2019-03-25,26.829999923706055,27.59000015258789,26.81999969482422,27.34000015258789,26.459104537963867,104772900.0,PETR4.SA
2019-03-26,27.739999771118164,28.68000030517578,27.719999313354492,28.6299991607666,27.707538604736328,91549100.0,PETR4.SA
2019-03-27,28.209999084472656,28.209999084472656,27.34000015258789,27.34000015258789,26.459104537963867,66415400.0,PETR4.SA
2019-03-28,27.25,28.059999465942383,26.950000762939453,28.059999465942383,27.15590476989746,69412700.0,PETR4.SA
2019-03-29,28.450000762939453,28.530000686645508,27.739999771118164,28.059999465942383,27.15590476989746,51587400.0,PETR4.SA
2019-04-01,28.399999618530273,28.420000076293945,27.8700008392334,28.0,27.09783935546875,42289800.0,PETR4.SA
2019-04-02,28.139999389648438,28.299999237060547,27.860000610351562,28.290000915527344,27.378498077392578,38460600.0,PETR4.SA
2019-04-03,28.530000686645508,28.559999465942383,27.540000915527344,27.540000915527344,26.65266227722168,55120900.0,PETR4.SA
2019-04-04,27.770000457763672,28.469999313354492,27.3700008392334,28.469999313354492,27.55269432067871,52248100.0,PETR4.SA
2019-04-05,28.540000915527344,28.889999389648438,28.209999084472656,28.780000686645508,27.852706909179688,54708900.0,PETR4.SA
2019-04-08,29.059999465942383,29.389999389648438,28.979999542236328,29.25,28.30756187438965,55270000.0,PETR4.SA
2019-04-09,29.030000686645508,29.239999771118164,28.670000076293945,29.15999984741211,28.22046661376953,43863700.0,PETR4.SA
2019-04-10,29.549999237060547,29.56999969482422,28.780000686645508,28.780000686645508,27.852706909179688,62005200.0,PETR4.SA
2019-04-11,28.700000762939453,28.700000762939453,27.8700008392334,28.0,27.09783935546875,56126400.0,PETR4.SA
2019-04-12,26.469999313354492,26.969999313354492,25.56999969482422,25.829999923706055,24.997758865356445,227307600.0,PETR4.SA
2019-04-15,26.350000381469727,26.579999923706055,25.549999237060547,25.93000030517578,25.09453582763672,117567200.0,PETR4.SA
2019-04-16,25.950000762939453,27.059999465942383,25.6299991607666,26.719999313354492,25.859081268310547,95149300.0,PETR4.SA
2019-04-17,27.1200008392334,27.34000015258789,26.219999313354492,26.75,25.88811492919922,103988400.0,PETR4.SA
2019-04-18,27.360000610351562,27.889999389648438,27.25,27.600000381469727,26.710729598999023,100942100.0,PETR4.SA
2019-04-22,27.690000534057617,27.889999389648438,27.31999969482422,27.440000534057617,26.55588150024414,45321900.0,PETR4.SA
2019-04-23,27.719999313354492,28.0,27.68000030517578,27.68000030517578,26.788150787353516,52199500.0,PETR4.SA
2019-04-24,27.719999313354492,27.889999389648438,27.209999084472656,27.600000381469727,26.710729598999023,57704700.0,PETR4.SA
2019-04-25,27.450000762939453,28.06999969482422,27.43000030517578,27.799999237060547,26.904285430908203,55201700.0,PETR4.SA
2019-04-26,27.68000030517578,27.770000457763672,27.059999465942383,27.25,26.39051055908203,52616600.0,PETR4.SA
2019-04-29,27.549999237060547,27.6200008392334,27.34000015258789,27.3700008392334,26.50672721862793,27689800.0,PETR4.SA
2019-04-30,27.520000457763672,27.65999984741211,26.979999542236328,27.110000610351562,26.254926681518555,39570700.0,PETR4.SA
2019-05-02,26.799999237060547,26.81999969482422,26.520000457763672,26.729999542236328,25.886911392211914,37820300.0,PETR4.SA
2019-05-03,26.899999618530273,27.06999969482422,26.850000381469727,26.850000381469727,26.003128051757812,33334800.0,PETR4.SA
2019-05-06,26.389999389648438,26.770000457763672,26.360000610351562,26.770000457763672,25.92565155029297,31715900.0,PETR4.SA
2019-05-07,26.649999618530273,26.65999984741211,26.1200008392334,26.350000381469727,25.51889991760254,52454400.0,PETR4.SA
2019-05-08,26.309999465942383,27.469999313354492,26.290000915527344,27.3700008392334,26.50672721862793,71780300.0,PETR4.SA
2019-05-09,27.100000381469727,27.1200008392334,26.639999389648438,26.829999923706055,25.9837589263916,46663300.0,PETR4.SA
2019-05-10,26.8700008392334,26.920000076293945,26.420000076293945,26.68000030517578,25.838489532470703,33336000.0,PETR4.SA
2019-05-13,26.209999084472656,26.469999313354492,25.81999969482422,25.899999618530273,25.083091735839844,43146100.0,PETR4.SA
2019-05-14,26.170000076293945,26.229999542236328,25.850000381469727,26.0,25.1799373626709,34968600.0,PETR4.SA
2019-05-15,25.739999771118164,25.889999389648438,25.65999984741211,25.8799991607666,25.063718795776367,37053900.0,PETR4.SA
2019-05-16,25.770000457763672,26.040000915527344,25.239999771118164,25.270000457763672,24.472963333129883,46502200.0,PETR4.SA
2019-05-17,25.049999237060547,25.420000076293945,24.469999313354492,24.68000030517578,23.901573181152344,67291200.0,PETR4.SA
2019-05-20,24.68000030517578,25.520000457763672,24.639999389648438,25.520000457763672,24.715078353881836,54472000.0,PETR4.SA
2019-05-21,25.700000762939453,26.489999771118164,25.420000076293945,26.489999771118164,25.654481887817383,57846700.0,PETR4.SA
2019-05-22,26.34000015258789,26.469999313354492,25.959999084472656,26.290000915527344,25.557270050048828,48439300.0,PETR4.SA
2019-05-23,25.899999618530273,25.920000076293945,25.520000457763672,25.84000015258789,25.119810104370117,49527400.0,PETR4.SA
2019-05-24,26.149999618530273,26.360000610351562,25.93000030517578,26.09000015258789,25.362844467163086,35915100.0,PETR4.SA
2019-05-27,26.299999237060547,26.540000915527344,26.170000076293945,26.239999771118164,25.5086612701416,33892000.0,PETR4.SA
2019-05-28,26.1299991607666,26.799999237060547,26.1299991607666,26.799999237060547,26.05305290222168,60774600.0,PETR4.SA
2019-05-29,26.489999771118164,26.709999084472656,26.260000228881836,26.5,25.761417388916016,43124400.0,PETR4.SA
2019-05-30,26.510000228881836,26.860000610351562,25.989999771118164,26.149999618530273,25.421173095703125,71847200.0,PETR4.SA
2019-05-31,25.790000915527344,26.270000457763672,25.420000076293945,25.549999237060547,24.837892532348633,63137200.0,PETR4.SA
2019-06-03,25.8799991607666,26.31999969482422,25.850000381469727,25.989999771118164,25.265628814697266,53470600.0,PETR4.SA
2019-06-04,26.290000915527344,26.3700008392334,26.030000686645508,26.200000762939453,25.469778060913086,37331100.0,PETR4.SA
2019-06-05,26.18000030517578,26.290000915527344,25.559999465942383,25.860000610351562,25.13925552368164,65282100.0,PETR4.SA
2019-06-06,26.170000076293945,26.6299991607666,25.719999313354492,26.280000686645508,25.547548294067383,87836900.0,PETR4.SA
2019-06-07,26.690000534057617,26.829999923706055,26.3700008392334,26.760000228881836,26.01416778564453,52235500.0,PETR4.SA
2019-06-10,26.600000381469727,26.889999389648438,26.520000457763672,26.649999618530273,25.907238006591797,39666800.0,PETR4.SA
2019-06-11,26.889999389648438,27.290000915527344,26.709999084472656,27.15999984741211,26.40302085876465,52437000.0,PETR4.SA
2019-06-12,27.020000457763672,27.1200008392334,26.639999389648438,26.850000381469727,26.101661682128906,43392200.0,PETR4.SA
2019-06-13,27.149999618530273,27.389999389648438,27.079999923706055,27.18000030517578,26.42246437072754,48981600.0,PETR4.SA
2019-06-14,27.200000762939453,27.25,26.899999618530273,27.059999465942383,26.305809020996094,42802400.0,PETR4.SA
2019-06-17,27.079999923706055,27.43000030517578,26.959999084472656,27.110000610351562,26.354415893554688,49290000.0,PETR4.SA
2019-06-18,27.299999237060547,27.520000457763672,27.25,27.450000762939453,26.684940338134766,31332800.0,PETR4.SA
2019-06-19,27.350000381469727,27.59000015258789,27.219999313354492,27.520000457763672,26.752988815307617,33286300.0,PETR4.SA
2019-06-21,27.950000762939453,28.389999389648438,27.950000762939453,28.280000686645508,27.491806030273438,58424700.0,PETR4.SA
2019-06-24,28.31999969482422,28.3799991607666,28.1200008392334,28.25,27.4626407623291,27365000.0,PETR4.SA
2019-06-25,28.139999389648438,28.15999984741211,27.3799991607666,27.510000228881836,26.743267059326172,56472100.0,PETR4.SA
2019-06-26,27.549999237060547,27.93000030517578,27.520000457763672,27.670000076293945,26.898807525634766,48901500.0,PETR4.SA
2019-06-27,27.440000534057617,27.549999237060547,27.010000228881836,27.229999542236328,26.471073150634766,55219200.0,PETR4.SA
2019-06-28,27.450000762939453,27.610000610351562,27.110000610351562,27.40999984741211,26.646055221557617,40262000.0,PETR4.SA
2019-07-01,27.84000015258789,28.030000686645508,27.209999084472656,27.260000228881836,26.500234603881836,46759100.0,PETR4.SA
2019-07-02,27.260000228881836,27.260000228881836,26.649999618530273,26.81999969482422,26.07249641418457,57954200.0,PETR4.SA
2019-07-03,27.040000915527344,27.200000762939453,26.889999389648438,27.18000030517578,26.42246437072754,29291800.0,PETR4.SA
2019-07-04,27.3799991607666,27.579999923706055,27.31999969482422,27.389999389648438,26.626609802246094,28577400.0,PETR4.SA
2019-07-05,27.270000457763672,27.59000015258789,27.1299991607666,27.399999618530273,26.63633155822754,27414700.0,PETR4.SA
2019-07-08,27.5,27.719999313354492,27.440000534057617,27.649999618530273,26.879365921020508,25318200.0,PETR4.SA
2019-07-10,28.0,28.270000457763672,27.969999313354492,28.06999969482422,27.28765869140625,50715800.0,PETR4.SA
2019-07-11,28.200000762939453,28.510000228881836,28.15999984741211,28.399999618530273,27.608461380004883,48206900.0,PETR4.SA
2019-07-12,28.540000915527344,28.739999771118164,28.40999984741211,28.530000686645508,27.734838485717773,40908900.0,PETR4.SA
2019-07-15,28.59000015258789,28.649999618530273,28.18000030517578,28.18000030517578,27.394594192504883,36592400.0,PETR4.SA
2019-07-16,28.280000686645508,28.329999923706055,27.600000381469727,27.829999923706055,27.05434799194336,54789300.0,PETR4.SA
2019-07-17,27.989999771118164,28.0,27.639999389648438,27.68000030517578,26.908527374267578,28923500.0,PETR4.SA
2019-07-18,27.760000228881836,27.809999465942383,27.43000030517578,27.510000228881836,26.743267059326172,35830700.0,PETR4.SA
2019-07-19,27.5,27.600000381469727,27.3700008392334,27.440000534057617,26.67521858215332,28418900.0,PETR4.SA
2019-07-22,27.6200008392334,27.75,27.360000610351562,27.489999771118164,26.72382354736328,22304400.0,PETR4.SA
2019-07-23,27.510000228881836,27.6299991607666,27.399999618530273,27.520000457763672,26.752988815307617,21124400.0,PETR4.SA
2019-07-24,27.59000015258789,27.639999389648438,27.299999237060547,27.350000381469727,26.587724685668945,27939600.0,PETR4.SA
2019-07-25,27.469999313354492,27.5,26.809999465942383,26.889999389648438,26.140546798706055,26892300.0,PETR4.SA
2019-07-26,26.799999237060547,26.799999237060547,26.100000381469727,26.139999389648438,25.411449432373047,75644000.0,PETR4.SA
2019-07-29,26.219999313354492,26.440000534057617,25.959999084472656,26.3799991607666,25.644756317138672,26493300.0,PETR4.SA
2019-07-30,26.350000381469727,26.489999771118164,26.18000030517578,26.239999771118164,25.5086612701416,38201600.0,PETR4.SA
2019-07-31,26.389999389648438,26.5,26.020000457763672,26.079999923706055,25.35312271118164,39890200.0,PETR4.SA
2019-08-01,26.299999237060547,26.559999465942383,25.15999984741211,26.25,25.518383026123047,91345800.0,PETR4.SA
2019-08-02,26.3700008392334,26.889999389648438,26.280000686645508,26.520000457763672,25.780860900878906,64112900.0,PETR4.SA
2019-08-05,25.799999237060547,26.1299991607666,25.520000457763672,25.549999237060547,24.837892532348633,48277000.0,PETR4.SA
2019-08-06,25.899999618530273,26.219999313354492,25.68000030517578,25.8799991607666,25.158695220947266,44208100.0,PETR4.SA
2019-08-07,25.440000534057617,25.729999542236328,25.0,25.600000381469727,24.886499404907227,67698500.0,PETR4.SA
2019-08-08,26.100000381469727,26.350000381469727,25.860000610351562,26.350000381469727,25.6156005859375,50256700.0,PETR4.SA
2019-08-09,26.299999237060547,26.690000534057617,26.100000381469727,26.280000686645508,25.547548294067383,36641500.0,PETR4.SA
2019-08-12,25.920000076293945,25.920000076293945,25.540000915527344,25.649999618530273,24.93510627746582,36122000.0,PETR4.SA
2019-08-13,25.360000610351562,26.1299991607666,25.229999542236328,25.790000915527344,25.26822853088379,45330500.0,PETR4.SA
2019-08-14,25.260000228881836,25.3799991607666,24.780000686645508,24.920000076293945,24.415828704833984,54401100.0,PETR4.SA
2019-08-15,24.989999771118164,25.0,24.139999389648438,24.229999542236328,23.739789962768555,53894500.0,PETR4.SA
2019-08-16,24.719999313354492,24.770000457763672,23.889999389648438,23.90999984741211,23.4262638092041,56782000.0,PETR4.SA
2019-08-19,24.299999237060547,24.5,23.850000381469727,24.030000686645508,23.54383659362793,50699300.0,PETR4.SA
2019-08-20,23.90999984741211,24.190000534057617,23.68000030517578,24.020000457763672,23.53403663635254,37141700.0,PETR4.SA
2019-08-21,24.350000381469727,25.989999771118164,24.18000030517578,25.450000762939453,24.93510627746582,87840800.0,PETR4.SA
2019-08-22,25.5,25.719999313354492,25.15999984741211,25.219999313354492,24.709758758544922,40808800.0,PETR4.SA
2019-08-23,24.780000686645508,25.3700008392334,24.229999542236328,24.280000686645508,23.788776397705078,58032300.0,PETR4.SA
2019-08-26,24.579999923706055,24.68000030517578,23.770000457763672,23.959999084472656,23.475248336791992,39688800.0,PETR4.SA
2019-08-27,24.170000076293945,24.81999969482422,23.809999465942383,24.34000015258789,23.847562789916992,70475200.0,PETR4.SA
2019-08-28,24.200000762939453,24.700000762939453,24.1200008392334,24.59000015258789,24.092506408691406,41981500.0,PETR4.SA
2019-08-29,24.899999618530273,25.5,24.68000030517578,25.5,24.984092712402344,61008800.0,PETR4.SA
2019-08-30,25.530000686645508,25.690000534057617,25.170000076293945,25.5,24.984092712402344,54958200.0,PETR4.SA
2019-09-02,25.389999389648438,25.579999923706055,25.25,25.299999237060547,24.78813934326172,19049900.0,PETR4.SA
2019-09-03,25.110000610351562,25.65999984741211,25.030000686645508,25.600000381469727,25.082069396972656,47829600.0,PETR4.SA
2019-09-04,26.15999984741211,26.3700008392334,26.0,26.260000228881836,25.728717803955078,56179000.0,PETR4.SA
2019-09-05,26.600000381469727,26.790000915527344,26.34000015258789,26.389999389648438,25.8560848236084,48586800.0,PETR4.SA
2019-09-06,26.399999618530273,26.860000610351562,26.200000762939453,26.520000457763672,25.98345947265625,48502200.0,PETR4.SA
2019-09-09,26.75,27.020000457763672,26.700000762939453,26.93000030517578,26.385164260864258,37303000.0,PETR4.SA
2019-09-10,27.049999237060547,27.350000381469727,26.780000686645508,27.100000381469727,26.55172348022461,44109400.0,PETR4.SA
2019-09-11,27.350000381469727,27.350000381469727,26.829999923706055,26.8700008392334,26.326377868652344,51540400.0,PETR4.SA
2019-09-12,26.860000610351562,27.139999389648438,26.639999389648438,27.059999465942383,26.51253318786621,41028300.0,PETR4.SA
2019-09-13,27.1200008392334,27.200000762939453,26.81999969482422,26.8799991607666,26.33617401123047,24709400.0,PETR4.SA
2019-09-16,28.1200008392334,28.239999771118164,27.690000534057617,28.059999465942383,27.492300033569336,167634600.0,PETR4.SA
2019-09-17,27.65999984741211,27.75,27.15999984741211,27.690000534057617,27.12978744506836,67414800.0,PETR4.SA
2019-09-18,27.3700008392334,27.489999771118164,27.219999313354492,27.219999313354492,26.669296264648438,40567100.0,PETR4.SA
2019-09-19,27.829999923706055,27.850000381469727,27.219999313354492,27.290000915527344,26.73788070678711,42155100.0,PETR4.SA
2019-09-20,27.350000381469727,27.43000030517578,27.0,27.0,26.45374870300293,51946900.0,PETR4.SA
2019-09-23,27.0,27.489999771118164,26.920000076293945,27.479999542236328,26.924036026000977,32643100.0,PETR4.SA
2019-09-24,27.420000076293945,27.540000915527344,27.149999618530273,27.270000457763672,26.718284606933594,36643400.0,PETR4.SA
2019-09-25,27.030000686645508,27.350000381469727,26.780000686645508,27.34000015258789,26.786869049072266,29038400.0,PETR4.SA
2019-09-26,27.399999618530273,27.700000762939453,27.229999542236328,27.700000762939453,27.13958740234375,33705900.0,PETR4.SA
2019-09-27,27.549999237060547,27.950000762939453,27.520000457763672,27.65999984741211,27.10039520263672,31886800.0,PETR4.SA
2019-09-30,27.559999465942383,27.639999389648438,27.399999618530273,27.549999237060547,26.99262046813965,23143400.0,PETR4.SA
2019-10-01,27.600000381469727,27.729999542236328,27.360000610351562,27.510000228881836,26.95343017578125,32423200.0,PETR4.SA
2019-10-02,27.219999313354492,27.260000228881836,26.610000610351562,26.719999313354492,26.179412841796875,51261200.0,PETR4.SA
2019-10-03,26.75,26.809999465942383,26.280000686645508,26.739999771118164,26.199007034301758,46076300.0,PETR4.SA
2019-10-04,26.850000381469727,26.920000076293945,26.270000457763672,26.510000228881836,25.973661422729492,47951600.0,PETR4.SA
2019-10-07,26.3700008392334,26.600000381469727,26.100000381469727,26.170000076293945,25.64053726196289,26252500.0,PETR4.SA
2019-10-08,26.170000076293945,26.440000534057617,25.950000762939453,26.020000457763672,25.493576049804688,30418900.0,PETR4.SA
2019-10-09,26.350000381469727,26.709999084472656,26.149999618530273,26.520000457763672,25.98345947265625,35141400.0,PETR4.SA
2019-10-10,26.59000015258789,26.8799991607666,26.540000915527344,26.739999771118164,26.199007034301758,31056500.0,PETR4.SA
2019-10-11,26.93000030517578,27.360000610351562,26.93000030517578,27.260000228881836,26.708486557006836,37055300.0,PETR4.SA
2019-10-14,27.040000915527344,27.329999923706055,26.940000534057617,27.309999465942383,26.757476806640625,20809900.0,PETR4.SA
2019-10-15,27.309999465942383,27.8799991607666,27.309999465942383,27.600000381469727,27.041608810424805,30455300.0,PETR4.SA
2019-10-16,27.549999237060547,27.969999313354492,27.360000610351562,27.93000030517578,27.364931106567383,31381300.0,PETR4.SA
2019-10-17,27.93000030517578,28.0,27.59000015258789,27.65999984741211,27.10039520263672,31405400.0,PETR4.SA
2019-10-18,27.889999389648438,27.989999771118164,27.600000381469727,27.600000381469727,27.041608810424805,36070900.0,PETR4.SA
2019-10-21,27.75,27.809999465942383,27.600000381469727,27.770000457763672,27.20816993713379,43337700.0,PETR4.SA
2019-10-22,27.799999237060547,28.68000030517578,27.770000457763672,28.56999969482422,27.99198341369629,64228700.0,PETR4.SA
2019-10-23,28.530000686645508,29.079999923706055,28.450000762939453,28.950000762939453,28.36429786682129,45930600.0,PETR4.SA
2019-10-24,29.149999618530273,29.25,28.229999542236328,28.31999969482422,27.747041702270508,60529900.0,PETR4.SA
2019-10-25,29.200000762939453,29.549999237060547,29.010000228881836,29.25,28.65822410583496,74476900.0,PETR4.SA
2019-10-28,29.219999313354492,29.65999984741211,29.1200008392334,29.600000381469727,29.00114631652832,37461800.0,PETR4.SA
2019-10-29,29.399999618530273,29.940000534057617,29.260000228881836,29.81999969482422,29.216693878173828,49994200.0,PETR4.SA
2019-10-30,29.770000457763672,30.09000015258789,29.469999313354492,30.079999923706055,29.471433639526367,63001200.0,PETR4.SA
2019-10-31,29.860000610351562,30.459999084472656,29.639999389648438,30.389999389648438,29.775161743164062,67070400.0,PETR4.SA
2019-11-01,30.59000015258789,31.229999542236328,29.84000015258789,30.43000030517578,29.814350128173828,101210200.0,PETR4.SA
2019-11-04,30.889999389648438,31.219999313354492,29.959999084472656,30.360000610351562,29.74576759338379,81023400.0,PETR4.SA
2019-11-05,30.40999984741211,30.600000381469727,29.579999923706055,29.649999618530273,29.050132751464844,92980900.0,PETR4.SA
2019-11-06,30.049999237060547,30.700000762939453,28.100000381469727,29.709999084472656,29.108919143676758,154003100.0,PETR4.SA
2019-11-07,30.0,31.06999969482422,29.540000915527344,30.899999618530273,30.274843215942383,96329000.0,PETR4.SA
2019-11-08,30.450000762939453,30.790000915527344,29.93000030517578,30.020000457763672,29.412649154663086,61567700.0,PETR4.SA
2019-11-11,29.850000381469727,30.450000762939453,29.790000915527344,30.450000762939453,29.833948135375977,30570500.0,PETR4.SA
2019-11-12,30.040000915527344,30.610000610351562,30.010000228881836,30.020000457763672,29.608016967773438,41655600.0,PETR4.SA
2019-11-13,29.950000762939453,30.1299991607666,29.610000610351562,29.899999618530273,29.48966407775879,41827700.0,PETR4.SA
2019-11-14,29.8799991607666,30.100000381469727,29.270000457763672,29.299999237060547,28.897897720336914,44595200.0,PETR4.SA
2019-11-18,29.700000762939453,29.850000381469727,29.06999969482422,29.079999923706055,28.68091583251953,54468100.0,PETR4.SA
2019-11-19,29.25,29.489999771118164,28.729999542236328,28.780000686645508,28.385034561157227,33740200.0,PETR4.SA
2019-11-21,28.93000030517578,29.850000381469727,28.8799991607666,29.850000381469727,29.440349578857422,53033100.0,PETR4.SA
2019-11-22,29.760000228881836,30.34000015258789,29.559999465942383,29.979999542236328,29.568565368652344,34786000.0,PETR4.SA
2019-11-25,29.920000076293945,30.100000381469727,29.6299991607666,29.729999542236328,29.321996688842773,29868400.0,PETR4.SA
2019-11-26,29.6200008392334,29.729999542236328,29.100000381469727,29.190000534057617,28.78940773010254,54147800.0,PETR4.SA
2019-11-27,29.350000381469727,29.649999618530273,29.139999389648438,29.329999923706055,28.927486419677734,33072500.0,PETR4.SA
2019-11-28,29.31999969482422,29.540000915527344,28.809999465942383,29.530000686645508,29.12474250793457,46602800.0,PETR4.SA
2019-11-29,29.489999771118164,29.559999465942383,29.010000228881836,29.149999618530273,28.749958038330078,37699000.0,PETR4.SA
2019-12-02,29.399999618530273,29.5,29.06999969482422,29.06999969482422,28.671052932739258,31353600.0,PETR4.SA
2019-12-03,29.170000076293945,29.190000534057617,28.729999542236328,28.979999542236328,28.582286834716797,29194000.0,PETR4.SA
2019-12-04,29.260000228881836,29.65999984741211,29.110000610351562,29.65999984741211,29.25295639038086,44960000.0,PETR4.SA
2019-12-05,29.639999389648438,30.389999389648438,29.520000457763672,30.049999237060547,29.637603759765625,50447000.0,PETR4.SA
