,open,high,low,close,adjclose,volume,ticker,adjclose_15,true_adjclose_15,buy_profit,sell_profit
1998-04-28,7.739583492279053,8.291666984558105,7.421875,7.96875,7.96875,69594000,AMZN,15.426602,7.53125,0.0,-7.457852363586426
1998-05-04,7.916666507720947,7.989583492279053,7.78125,7.9375,7.9375,7735200,AMZN,9.054224,6.822916507720947,0.0,-1.1167240142822266
1998-05-05,7.833333492279053,7.958333492279053,7.760416507720947,7.809895992279053,7.809895992279053,5998800,AMZN,11.48409,7.21875,0.0,-3.674193859100342
1998-05-15,7.65625,7.708333492279053,7.458333492279053,7.46875,7.46875,4628400,AMZN,5.613691,7.708333492279054,-1.8550591468811035,0.0
1998-05-19,7.46875,7.552083492279053,7.4375,7.53125,7.53125,3423600,AMZN,7.3146524,9.020833015441895,-0.2165975570678711,0.0
1998-06-01,7.333333492279053,7.375,6.942708492279053,7.135416507720947,7.135416507720947,8043600,AMZN,4.6836104,13.5625,-2.45180606842041,0.0
1998-06-02,7.270833492279053,7.416666507720947,6.916666507720947,7.28125,7.28125,8201400,AMZN,5.629261,15.447916984558105,-1.6519889831542969,0.0
1998-06-04,7.15625,7.322916507720947,6.875,7.3125,7.3125,4995600,AMZN,9.221472,16.51041603088379,1.9089717864990234,0.0
1998-06-12,10.583333015441895,10.583333015441895,9.708333015441895,10.166666984558105,10.166666984558105,21655800,AMZN,8.120514,23.25,-2.0461530685424805,0.0
1998-06-17,12.645833015441895,13.53125,12.5625,13.166666984558105,13.166666984558105,40265400,AMZN,10.187847,17.58333396911621,-2.9788198471069336,0.0
1998-06-19,11.84375,12.708333015441895,11.333333015441895,12.635416984558105,12.635416984558105,36678600,AMZN,14.160474,17.9375,1.5250568389892578,0.0
1998-06-24,15.833333015441895,16.79166603088379,14.854166984558105,16.63541603088379,16.63541603088379,58704600,AMZN,29.07075,18.89583396911621,12.435333251953125,0.0
1998-06-29,15.791666984558105,16.60416603088379,15.791666984558105,16.45833396911621,16.45833396911621,24507600,AMZN,26.16849,22.01041603088379,9.710155487060547,0.0
1998-06-30,16.30208396911621,16.91666603088379,16.125,16.625,16.625,21877200,AMZN,23.551361,22.33333396911621,6.926361083984375,0.0
1998-07-02,19.29166603088379,20.91666603088379,18.75,20.66666603088379,20.66666603088379,52279800,AMZN,30.211815,20.70833396911621,9.545148849487305,0.0
1998-07-28,20.73958396911621,21.0,19.66666603088379,19.82291603088379,19.82291603088379,20746800,AMZN,17.328398,21.44791603088379,-2.494518280029297,0.0
1998-08-12,21.125,21.91666603088379,20.67708396911621,21.72916603088379,21.72916603088379,20140800,AMZN,19.494097,14.645833015441896,0.0,2.2350692749023438
1998-08-13,21.77083396911621,22.5,21.16666603088379,21.25,21.25,24629400,AMZN,20.91177,14.312499999999998,0.0,0.3382301330566406
1998-09-01,12.6875,14.4375,10.833333015441895,13.325520515441895,13.325520515441895,67450800,AMZN,19.29642,17.52083396911621,5.970898628234863,0.0
1998-09-04,14.447916984558105,15.0,13.666666984558105,14.375,14.375,17812200,AMZN,16.074448,19.27083396911621,1.6994476318359375,0.0
1998-09-11,13.0625,13.479166984558105,12.25,12.677083015441895,12.677083015441895,23612400,AMZN,22.3043,18.375,9.627217292785645,0.0
1998-09-22,14.708333015441895,15.25,14.604166984558105,14.697916984558105,14.697916984558105,30305400,AMZN,11.765825,15.229166984558105,-2.93209171295166,0.0
1998-09-23,15.135416984558105,17.58333396911621,15.0,17.52083396911621,17.52083396911621,45583800,AMZN,16.229122,15.583333015441895,0.0,1.2917118072509766
1998-09-24,17.85416603088379,19.47916603088379,16.91666603088379,17.02083396911621,17.02083396911621,51124200,AMZN,20.721378,16.17708396911621,0.0,-3.7005443572998047
1998-10-01,18.0,18.5,16.66666603088379,17.10416603088379,17.10416603088379,34392000,AMZN,22.18087,19.11458396911621,5.076704025268555,0.0
1998-10-14,15.177083015441895,16.27083396911621,14.958333015441895,15.583333015441895,15.583333015441895,15590400,AMZN,19.55664,21.63541603088379,3.9733076095581055,0.0
1998-10-15,15.708333015441895,16.3125,15.416666984558105,16.17708396911621,16.17708396911621,16971000,AMZN,19.630966,21.41666603088379,3.4538822174072266,0.0
1998-10-16,16.4375,16.98958396911621,16.16666603088379,16.57291603088379,16.57291603088379,21405000,AMZN,19.622866,20.76041603088379,3.0499496459960938,0.0
1998-10-22,17.9375,19.64583396911621,17.89583396911621,19.11458396911621,19.11458396911621,26695200,AMZN,16.549915,21.83333396911621,-2.564668655395508,0.0
1998-10-26,19.85416603088379,20.3125,19.45833396911621,20.23958396911621,20.23958396911621,19516800,AMZN,17.101236,21.04166603088379,-3.138347625732422,0.0
1998-10-28,19.48958396911621,19.91666603088379,19.04166603088379,19.51041603088379,19.51041603088379,19891800,AMZN,17.062416,27.33333396911621,-2.447999954223633,0.0
1998-11-11,22.27083396911621,22.375,20.875,21.10416603088379,21.10416603088379,16463400,AMZN,23.901348,31.58333396911621,2.797182083129883,0.0
1998-11-12,20.91666603088379,22.14583396911621,20.83333396911621,21.83333396911621,21.83333396911621,11974800,AMZN,24.818436,31.416666030883786,2.9851016998291016,0.0
1998-11-17,21.5625,25.70833396911621,21.41666603088379,24.75,24.75,61141800,AMZN,28.429716,36.04166793823242,3.679716110229492,0.0
1998-11-20,29.16666603088379,30.29166603088379,27.5,30.10416603088379,30.10416603088379,66912600,AMZN,36.503345,37.04166793823242,6.399179458618164,0.0
1998-11-23,31.8125,36.41666793823242,31.01041603088379,36.33333206176758,36.33333206176758,67781400,AMZN,37.165367,40.45833206176758,0.8320350646972656,0.0
1998-11-24,37.33333206176758,38.85416793823242,34.16666793823242,35.75,35.75,81675600,AMZN,45.383205,48.16666793823242,9.63320541381836,0.0
1998-11-30,36.60416793823242,36.70833206176758,31.95833396911621,32.0,32.0,29752200,AMZN,44.684624,53.125,12.684623718261719,0.0
1998-12-03,33.1875,34.08333206176758,30.83333396911621,31.58333396911621,31.58333396911621,21836400,AMZN,51.080173,54.13541793823242,19.49683952331543,0.0
1998-12-11,35.01041793823242,37.33333206176758,35.0,37.16666793823242,37.16666793823242,25467600,AMZN,33.97927,62.25,-3.187397003173828,0.0
1998-12-29,58.33333206176758,58.35416793823242,54.75,55.38541793823242,55.38541793823242,24607800,AMZN,66.54445,53.0,0.0,-11.15903091430664
1999-01-12,90.25,91.0,79.5,81.6875,81.6875,24443200,AMZN,88.1095,62.875,0.0,-6.4219970703125
1999-01-14,75.0,79.625,68.0,69.0,69.0,20912400,AMZN,83.25542,57.93749999999999,0.0,-14.255416870117188
1999-01-27,67.0625,69.875,60.0,62.8125,62.8125,35022600,AMZN,62.689255,44.75,0.0,0.1232452392578125
1999-02-01,58.875,61.15625,57.5,57.9375,57.9375,12781000,AMZN,62.129963,57.59375,0.0,-4.192462921142578
1999-02-03,54.5,63.0,54.25,62.875,62.875,18791000,AMZN,64.05112,62.5,0.0,-1.176116943359375
1999-02-05,58.5,61.4375,56.15625,57.9375,57.9375,8566000,AMZN,59.6193,66.5,1.6818008422851562,0.0
1999-02-10,49.125,51.6875,47.5,48.71875,48.71875,13205000,AMZN,47.04419,60.0625,-1.674560546875,0.0
1999-02-17,49.21875,51.03125,46.25,46.75,46.75,9668600,AMZN,46.56977,68.5625,-0.18022918701171875,0.0
1999-02-25,58.3125,62.8125,57.3125,62.5,62.5,36689800,AMZN,55.36173,69.21875,-7.138271331787109,0.0
1999-03-08,60.71875,63.21875,59.625,61.09375,61.09375,10462600,AMZN,67.92225,74.8125,6.828498840332031,0.0
1999-03-15,66.5,69.5,65.5,69.46875,69.46875,7020800,AMZN,69.91928,91.4375,0.450531005859375,0.0
1999-04-07,93.3125,93.65625,85.625,87.90625,87.90625,13166600,AMZN,88.98216,96.75,1.0759124755859375,0.0
1999-04-23,96.4375,108.25,95.875,105.0625,105.0625,31716800,AMZN,99.870125,66.1875,0.0,5.192375183105469
1999-04-26,104.5,107.9375,102.0,103.59375,103.59375,13985000,AMZN,101.60857,68.8125,0.0,1.9851837158203125
1999-05-05,71.9375,74.125,66.9375,73.25,73.25,27709800,AMZN,68.128136,60.46875000000001,0.0,5.121864318847656
1999-05-06,74.0,75.5,67.875,68.6875,68.6875,18284400,AMZN,71.16653,57.28125,0.0,-2.4790267944335938
1999-05-17,65.0,69.0,60.75,68.8125,68.8125,20858200,AMZN,65.13009,55.78125,0.0,3.6824111938476562
1999-05-18,68.21875,68.75,65.46875,66.3125,66.3125,12407800,AMZN,64.543,57.0,0.0,1.769500732421875
1999-05-20,68.375,69.0,65.25,65.40625,65.40625,6894000,AMZN,61.848965,52.90625,0.0,3.5572853088378906
1999-05-25,58.625,60.5625,55.6875,55.78125,55.78125,15510200,AMZN,57.426804,55.84375,1.6455535888671875,0.0
1999-05-26,56.59375,60.9375,52.25,60.46875,60.46875,21158600,AMZN,59.88831,56.46875,0.0,0.5804405212402344
1999-05-28,57.8125,60.1875,56.0,59.375,59.375,9680200,AMZN,59.12358,61.74999999999999,-0.2514190673828125,0.0
1999-06-15,46.125,49.875,45.3125,48.25,48.25,18309400,AMZN,49.45725,60.9375,1.2072486877441406,0.0
1999-07-12,62.5,62.75,58.0,58.6875,58.6875,10653200,AMZN,61.162643,47.0,0.0,-2.4751434326171875
1999-07-19,68.0,68.3125,65.75,65.84375,65.84375,9438400,AMZN,64.374886,42.75,0.0,1.4688644409179688
1999-07-21,60.5,64.125,60.125,62.71875,62.71875,17134400,AMZN,62.687622,45.46875,0.0,0.0311279296875
1999-07-26,55.21875,57.75,52.5,52.96875,52.96875,30627600,AMZN,54.43831,49.15625,0.0,-1.4695587158203125
1999-07-30,51.0625,51.375,48.75,50.03125,50.03125,12057000,AMZN,53.828625,56.71874999999999,3.797374725341797,0.0
1999-08-10,42.6875,46.09375,41.0,45.5,45.5,23195000,AMZN,40.86817,62.1875,-4.631828308105469,0.0
1999-08-30,63.78125,65.0,58.9375,59.625,59.625,18494400,AMZN,62.18438,62.25,2.5593795776367188,0.0
1999-09-01,63.5,63.5,58.75,59.53125,59.53125,21961600,AMZN,64.46678,62.25,4.9355316162109375,0.0
1999-09-03,63.625,64.0,60.625,62.4375,62.4375,16435900,AMZN,65.411064,62.5625,2.9735641479492188,0.0
1999-09-17,65.625,66.0,62.75,63.8125,63.8125,7239500,AMZN,64.28767,89.25,0.47516632080078125,0.0
1999-09-20,63.6875,65.0,62.6875,62.75,62.75,5957100,AMZN,63.696106,88.375,0.94610595703125,0.0
1999-09-22,62.875,66.5,60.6875,66.0,66.0,10037500,AMZN,64.984985,79.9375,-1.0150146484375,0.0
1999-10-01,77.0,79.25,76.65625,77.25,77.25,10430300,AMZN,73.15564,78.625,-4.0943603515625,0.0
1999-10-05,77.125,79.75,74.75,78.4375,78.4375,16420100,AMZN,76.26357,81.25,-2.1739273071289062,0.0
1999-10-07,85.625,90.0,83.5,87.3125,87.3125,24609400,AMZN,92.91292,71.0,0.0,-5.6004180908203125
1999-10-11,89.125,89.375,86.75,88.375,88.375,6692400,AMZN,95.352936,69.125,0.0,-6.977935791015625
1999-10-12,87.6875,88.5,84.875,84.9375,84.9375,7231400,AMZN,92.13651,66.4375,0.0,-7.199012756347656
1999-10-22,81.4375,83.625,78.0,78.625,78.625,7304800,AMZN,82.88084,74.9375,0.0,-4.255836486816406
1999-11-02,69.75,70.0,65.0625,66.4375,66.4375,13243200,AMZN,62.506832,81.75,-3.9306678771972656,0.0
1999-11-18,76.75,78.1875,75.25,77.9375,77.9375,5810400,AMZN,80.13652,106.6875,2.1990203857421875,0.0
1999-11-22,77.875,82.5,76.0,80.5,80.5,10708400,AMZN,84.37797,95.625,3.8779678344726562,0.0
1999-11-23,80.375,85.625,76.25,81.75,81.75,18332500,AMZN,83.47472,96.5,1.7247161865234375,0.0
1999-11-24,84.25,87.75,83.25,87.25,87.25,14483100,AMZN,87.22026,94.875,-0.0297393798828125,0.0
1999-11-26,91.0625,95.125,90.625,93.125,93.125,11496000,AMZN,93.61802,94.0625,0.49301910400390625,0.0
1999-11-29,95.5,96.875,90.125,90.4375,90.4375,18053700,AMZN,88.32929,97.0,-2.1082077026367188,0.0
1999-12-21,96.5625,100.4375,95.5,99.875,99.875,9509500,AMZN,102.7838,63.5625,0.0,-2.9087982177734375
1999-12-22,100.5625,100.5625,95.5,97.6875,97.6875,5921000,AMZN,103.501366,65.9375,0.0,-5.813865661621094
2000-01-11,66.875,70.0,65.0,66.75,66.75,10532700,AMZN,62.581787,69.4375,-4.168212890625,0.0
2000-01-13,64.9375,67.1875,63.125,65.9375,65.9375,10448100,AMZN,65.83064,78.5625,-0.1068572998046875,0.0
2000-01-21,64.625,64.625,60.0,62.0625,62.0625,11461900,AMZN,62.236195,76.1875,0.17369461059570312,0.0
2000-01-28,65.0,66.4375,60.0,61.6875,61.6875,13777900,AMZN,60.34826,64.75,-1.3392410278320312,0.0
2000-02-01,67.5,70.625,64.375,67.4375,67.4375,13404600,AMZN,72.17554,70.4375,4.738037109375,0.0
2000-02-08,74.0,84.0,73.4375,83.125,83.125,19472800,AMZN,79.37847,65.875,0.0,3.7465286254882812
2000-02-11,77.125,79.125,75.5,76.1875,76.1875,8309000,AMZN,78.38832,63.9375,0.0,-2.2008209228515625
2000-02-14,75.6875,75.75,73.5625,74.4375,74.4375,5169700,AMZN,79.921585,63.49999999999999,0.0,-5.4840850830078125
2000-02-15,73.4375,76.1875,70.625,73.8125,73.8125,6424500,AMZN,79.86204,63.625,0.0,-6.049537658691406
2000-02-16,72.75,73.4375,70.625,70.6875,70.6875,4260200,AMZN,78.942245,68.8125,0.0,-8.254745483398438
2000-02-24,70.5625,71.375,65.625,68.4375,68.4375,5869300,AMZN,69.83859,66.25,0.0,-1.401092529296875
2000-02-29,66.0,68.96875,65.875,68.875,68.875,7148500,AMZN,69.451096,72.375,0.5760955810546875,0.0
2000-03-07,64.875,65.8125,62.125,63.5,63.5,4178800,AMZN,65.4639,70.125,1.963897705078125,0.0
2000-03-13,64.0,66.625,63.0,65.3125,65.3125,5634300,AMZN,64.36055,63.5625,0.0,0.9519500732421875
2000-03-14,66.0625,66.9375,63.375,65.625,65.625,4805300,AMZN,67.68265,63.9375,0.0,-2.057647705078125
2000-03-17,66.0625,66.375,64.5,64.8125,64.8125,5298500,AMZN,68.58414,67.5625,3.771636962890625,0.0
2000-03-27,72.25,75.125,71.75,73.125,73.125,4748600,AMZN,75.66409,47.0625,0.0,-2.539093017578125
2000-03-29,69.5,69.875,65.0,66.25,66.25,5886500,AMZN,68.48072,53.4375,0.0,-2.2307205200195312
2000-04-14,47.875,52.375,40.8125,46.875,46.875,20074500,AMZN,45.146942,56.015625,-1.728057861328125,0.0
2000-04-18,47.625,56.25,47.125,54.9375,54.9375,10735000,AMZN,54.616127,53.3125,0.0,0.32137298583984375
2000-04-28,54.0,55.625,53.125,55.1875,55.1875,6833800,AMZN,55.69525,52.625,0.0,-0.50775146484375
2000-05-08,56.8125,59.25,55.4375,56.015625,56.015625,3950000,AMZN,60.775257,51.75,0.0,-4.759632110595703
2000-05-17,57.1875,62.375,57.0,61.0,61.0,6998600,AMZN,61.35377,51.875,0.0,-0.3537712097167969
2000-05-19,54.625,55.75,52.25,52.625,52.625,4610900,AMZN,53.259365,48.4375,0.0,-0.6343650817871094
2000-05-25,49.5,50.0,45.5,45.5,45.5,4919500,AMZN,51.196476,46.0,5.696475982666016,0.0
2000-06-06,54.0,54.5625,50.25,50.5625,50.5625,4853100,AMZN,50.169506,36.5,0.0,0.3929939270019531
2000-06-07,51.875,52.1875,50.125,51.8125,51.8125,3841200,AMZN,52.352352,37.875,0.0,-0.5398521423339844
2000-06-14,49.3125,49.875,46.0,46.4375,46.4375,5020500,AMZN,52.042316,36.0625,0.0,-5.604816436767578
2000-06-29,37.125,38.5,36.125,37.125,37.125,8986500,AMZN,34.472332,41.125,-2.652667999267578,0.0
2000-07-12,35.4375,36.125,34.25,35.0625,35.0625,11265900,AMZN,35.2697,30.8125,0.0,-0.2071990966796875
2000-07-14,36.375,43.203125,36.3125,42.625,42.625,22436100,AMZN,36.711018,32.5,0.0,5.913982391357422
2000-07-21,40.4375,42.5,40.4375,41.125,41.125,4712900,AMZN,46.044067,33.6875,0.0,-4.9190673828125
2000-07-27,31.4375,32.0,29.75,31.375,31.375,23579300,AMZN,29.019936,38.25,-2.3550643920898438,0.0
2000-08-10,31.5,31.75,29.75,30.4375,30.4375,6073000,AMZN,31.874641,41.5,1.4371414184570312,0.0
2000-08-22,38.125,38.1875,36.0625,36.5,36.5,3508200,AMZN,40.856365,42.4375,4.356365203857422,0.0
2000-08-24,39.5625,40.5,38.8125,39.375,39.375,4719000,AMZN,44.423405,43.625,5.048404693603516,0.0
2000-08-31,43.125,43.1875,41.4375,41.5,41.5,4616300,AMZN,44.313675,41.4375,0.0,-2.8136749267578125
2000-09-05,40.9375,46.3125,40.25,45.6875,45.6875,10168200,AMZN,46.169838,39.75,0.0,-0.48233795166015625
2000-10-16,28.125,28.3125,24.125,24.3125,24.3125,7147700,AMZN,28.537577,36.5625,4.225076675415039,0.0
2000-10-26,32.1875,37.5,31.0,36.875,36.875,17825500,AMZN,33.683937,27.8125,0.0,3.1910629272460938
2000-10-31,32.6875,36.875,32.0625,36.625,36.625,9919500,AMZN,36.945305,24.25,0.0,-0.32030487060546875
2000-11-08,36.0,37.0,33.25,33.875,33.875,5835300,AMZN,39.53963,24.6875,0.0,-5.664630889892578
2000-11-24,26.421875,29.125,26.0625,28.9375,28.9375,7639300,AMZN,30.79162,22.875,0.0,-1.8541202545166016
2000-11-28,26.0,26.1875,24.625,25.03125,25.03125,11327500,AMZN,21.141668,18.25,0.0,3.8895816802978516
2000-11-30,24.75,26.1875,22.875,24.6875,24.6875,13123500,AMZN,23.874836,15.187499999999998,0.0,0.8126640319824219
2000-12-05,27.125,27.625,24.75,25.375,25.375,9969900,AMZN,27.423492,16.875,0.0,-2.048492431640625
2000-12-29,16.75,17.125,15.0,15.5625,15.5625,9849700,AMZN,17.75713,18.953125,2.194629669189453,0.0
2001-01-17,18.875,19.5625,17.75,18.375,18.375,9166000,AMZN,21.201765,14.999999999999998,0.0,-2.8267650604248047
2001-01-22,19.5,19.9375,18.5,18.5,18.5,4398600,AMZN,22.190208,14.5,0.0,-3.6902084350585938
2001-01-26,18.9375,20.5,18.875,19.5,19.5,5094600,AMZN,19.916332,13.6875,0.0,-0.4163322448730469
2001-01-31,18.9375,19.5625,17.0625,17.3125,17.3125,20475800,AMZN,17.654924,11.9375,0.0,-0.3424243927001953
2001-02-05,14.625,14.9375,14.3125,14.4375,14.4375,9189800,AMZN,16.043623,11.75,0.0,-1.6061229705810547
2001-02-28,11.25,11.75,9.9375,10.1875,10.1875,14629800,AMZN,11.624011,10.0,0.0,-1.4365110397338867
2001-03-05,12.375,13.0625,11.5,12.625,12.625,23500700,AMZN,13.080663,10.9399995803833,0.0,-0.45566272735595703
2001-03-20,10.5625,11.5,10.125,10.25,10.25,6294700,AMZN,13.073772,12.010000228881836,2.823772430419922,0.0
2001-03-30,10.119999885559082,10.84000015258789,9.90999984741211,10.229999542236328,10.229999542236328,3558400,AMZN,13.99462,16.200000762939453,3.764620780944824,0.0
2001-04-03,8.710000038146973,9.149999618530273,8.5,8.630000114440918,8.630000114440918,4865700,AMZN,11.0960455,16.09000015258789,2.466045379638672,0.0
2001-04-19,16.899999618530273,16.899999618530273,15.6899995803833,15.989999771118164,15.989999771118164,8742600,AMZN,18.350689,14.619999885559082,0.0,-2.360689163208008
2001-04-26,16.25,16.5,15.0,15.430000305175781,15.430000305175781,5960600,AMZN,19.222303,14.77999973297119,0.0,-3.7923030853271484
2001-05-02,17.139999389648438,17.43000030517578,16.84000015258789,17.110000610351562,17.110000610351562,7497200,AMZN,20.180841,15.600000381469728,0.0,-3.070840835571289
2001-05-09,15.550000190734863,15.65999984741211,15.0,15.010000228881836,15.010000228881836,4671000,AMZN,16.803036,16.690000534057617,1.7930355072021484,0.0
2001-05-10,15.399999618530273,15.640000343322754,14.600000381469727,14.619999885559082,14.619999885559082,5012600,AMZN,17.02854,16.950000762939453,2.4085397720336914,0.0
2001-05-15,13.350000381469727,14.300000190734863,13.140000343322754,13.539999961853027,13.539999961853027,6131200,AMZN,15.830006,15.989999771118164,2.290005683898926,0.0
2001-05-23,16.200000762939453,16.799999237060547,15.119999885559082,15.600000381469727,15.600000381469727,8926500,AMZN,16.293219,13.289999961853027,0.0,-0.6932182312011719
2001-05-24,15.710000038146973,16.75,15.25,16.75,16.75,5334900,AMZN,17.406275,12.489999771118164,0.0,-0.6562747955322266
2001-06-08,16.25,16.329999923706055,15.649999618530273,15.699999809265137,15.699999809265137,2508300,AMZN,19.120281,14.149999618530273,0.0,-3.420281410217285
2001-06-18,12.449999809265137,12.699999809265137,11.670000076293945,11.829999923706055,11.829999923706055,5717100,AMZN,14.977382,15.609999656677246,3.1473817825317383,0.0
2001-06-21,12.680000305175781,13.199999809265137,12.59000015258789,13.079999923706055,13.079999923706055,9777400,AMZN,13.917953,16.979999542236328,0.8379526138305664,0.0
2001-06-25,12.710000038146973,13.140000343322754,12.569999694824219,12.8100004196167,12.8100004196167,6947000,AMZN,12.904894,16.350000381469727,0.0948934555053711,0.0
2001-06-27,13.8100004196167,14.25,13.649999618530273,14.039999961853027,14.039999961853027,7624400,AMZN,15.909593,16.489999771118164,1.8695926666259766,0.0
2001-06-28,14.229999542236328,14.59000015258789,13.770000457763672,14.359999656677246,14.359999656677246,5516700,AMZN,16.500813,16.979999542236328,2.140812873840332,0.0
2001-07-06,14.899999618530273,15.720000267028809,14.800000190734863,15.270000457763672,15.270000457763672,9091200,AMZN,17.12488,12.25,0.0,-1.854879379272461
2001-07-12,15.699999809265137,16.540000915527344,15.699999809265137,16.489999771118164,16.489999771118164,5976500,AMZN,18.309555,12.1899995803833,0.0,-1.8195552825927734
2001-07-13,16.260000228881836,17.0,16.100000381469727,16.979999542236328,16.979999542236328,6848300,AMZN,19.022205,12.149999618530273,0.0,-2.042205810546875
2001-08-08,11.510000228881836,11.550000190734863,11.029999732971191,11.109999656677246,11.109999656677246,3373400,AMZN,14.267492,9.1899995803833,0.0,-3.1574926376342773
2001-08-10,10.579999923706055,10.649999618530273,9.9399995803833,9.949999809265137,9.949999809265137,9187300,AMZN,10.162467,8.9399995803833,0.0,-0.21246719360351562
2001-08-20,10.1899995803833,10.40999984741211,9.949999809265137,10.399999618530273,10.399999618530273,3614000,AMZN,14.05072,7.489999771118165,0.0,-3.6507205963134766
2001-08-23,10.130000114440918,10.15999984741211,9.569999694824219,9.630000114440918,9.630000114440918,4000700,AMZN,12.072442,7.480000019073485,0.0,-2.442441940307617
2001-08-28,10.119999885559082,10.149999618530273,9.5600004196167,9.970000267028809,9.970000267028809,3229100,AMZN,11.8272915,7.090000152587891,0.0,-1.8572912216186523
2001-08-30,9.0600004196167,9.489999771118164,8.550000190734863,8.6899995803833,8.6899995803833,5851400,AMZN,11.0631695,6.199999809265137,0.0,-2.3731698989868164
2001-08-31,8.699999809265137,9.300000190734863,8.6899995803833,8.9399995803833,8.9399995803833,3641600,AMZN,12.267016,5.96999979019165,0.0,-3.327016830444336
2001-09-10,8.399999618530273,8.649999618530273,8.0600004196167,8.630000114440918,8.630000114440918,5833600,AMZN,8.719886,7.199999809265137,0.0,-0.08988571166992188
2001-09-17,7.300000190734863,8.050000190734863,7.050000190734863,7.489999771118164,7.489999771118164,10573500,AMZN,6.9103017,7.119999885559082,0.0,0.5796980857849121
